dataset,label,num_samples,mean_total_motion,std_total_motion,mean_velocity,motion_variance_mean,acceleration_mean,trajectory_length_mean,straightness_mean,direction_change_mean,lr_hand_dist_mean,hand_face_dist_mean,hand_body_dist_mean,hand_missing_mean,sequence_length_variance,motion_complexity_score
ASL,ceiling,6,33.276388733259715,13.014542987885426,18.096694699468735,0.41519468029340106,12.679056309293337,33.276388746569864,0.06481762945421822,44.666666666666664,1.5589097360914634,2.1010725270491415,2.612486638538085,0.4117145695793621,165.58333333333334,0.76543975
ASL,shampoo,5,37.663288476644084,15.249222233000145,17.438928813559112,0.28053760528564453,14.291260643760753,37.66328865173273,0.05703698822349053,56.25,1.5433727564459496,1.8349652587055456,2.434857390625735,0.3812280701754386,96.64,0.7624305
ASL,climb,5,32.80157379060984,6.386779646184946,15.88764689183154,0.17911752462387084,10.350162834617073,32.80157387498766,0.11476270768701688,64.4,1.5617556193947288,1.9777242404455926,2.148932535171235,0.31441260162601625,1181.76,0.6766696
ASL,swimming,6,29.75948564040785,20.597941921484267,13.601718025643548,0.41663258289918303,9.166733360819014,29.759485638069844,0.0679671012546433,60.833333333333336,1.4819405006130084,2.475211745492327,2.1265541161812958,0.3006081209907278,219.22222222222226,0.6450493
ASL,stadium,6,27.43663253666212,12.460566265220582,14.154674413176844,0.3914260305464268,12.001726157777576,27.436632481520064,0.10030240779460264,53.5,1.7484557363964355,2.269366259953918,2.262422116957745,0.23097078152095754,32.138888888888886,0.6414384
ASL,binoculars,4,26.324511765502393,11.390063298796179,11.921332134028614,0.3514669109135866,15.486889063284316,26.324511606944725,0.09674719677070101,37.75,1.3188387376566728,1.782938825339079,2.3524333599954845,0.1333333333333333,0.0,0.6326482
ASL,curtain,2,27.070765101350844,14.47431035073806,13.866696655750275,0.2968946658074856,14.802031803747703,27.07076528610196,0.12426557886194042,47.0,1.4799869656562805,2.6792068267862,2.8524868806203205,0.1375,0.0,0.629309
ASL,helmet,5,28.535226857662202,3.141061386971892,15.507407773134867,0.24879207015037536,12.149717106874332,28.535226838476955,0.09351304127464552,57.2,1.3609626188790007,1.9631938471173735,2.326283973655234,0.3212179487179487,277.76000000000005,0.62535024
ASL,owl,5,28.86722563803196,6.876176783164524,15.62266268804152,0.25922271609306335,12.13458154948516,28.867225643992423,0.06492781694358726,54.8,1.373094037359619,1.795549113141194,2.268268346563862,0.3121174524400331,56.64000000000001,0.62000257
ASL,visualize,5,29.409637719369492,20.719451522800735,12.64296578744751,0.2794609420001507,11.065345529046366,29.40963786544744,0.10820931965329246,49.8,1.644860424266297,2.293815559175176,2.894752045933339,0.382517033672361,391.36,0.61038786
ASL,hippopotamus,3,32.30539363374313,17.887827938650226,13.338689587249029,0.15162269274393717,8.435754393422885,32.30539361620322,0.062146658307020645,73.33333333333333,1.883528569493538,2.092180939000835,1.7135813977963739,0.298798416737348,1074.888888888889,0.6038769
ASL,crown,4,28.256645782850683,19.121792681942598,13.72918494500346,0.28421597892884165,12.066174196015144,28.256645765155554,0.11450561468425767,44.75,1.336653570830822,2.114615168919166,2.3335799434532722,0.14583333333333334,0.0,0.6002761
ASL,sweep,4,27.478427880443633,29.838975627706578,13.43604199601807,0.30386290699243546,9.99785742268483,27.478427883936092,0.12156309134881116,63.5,1.3587148255145358,1.9719512791322402,1.3766465451372314,0.21408085211647693,257.1875,0.5880075
ASL,overwhelm,8,25.6184395350283,9.950334795498334,13.116376805655628,0.29078389424830675,12.44313191040707,25.6184395487071,0.17494205292495557,42.625,1.40517352563129,2.356305795236045,2.4531395511351035,0.3612240829346092,95.4375,0.5815664
ASL,sauce,4,29.241401440580375,24.996868414685363,10.830018127016565,0.2787612796528265,8.721027040849455,29.24140147084836,0.07166867778734996,63.25,1.9113537354902788,2.6580469209308406,2.593514306846291,0.415327380952381,586.6875,0.5728152
ASL,heaven,5,29.14658886566758,9.916460017548161,13.734670719674037,0.23135544136166572,9.795433748864673,29.14658888671547,0.10171521692160874,59.0,1.8592958248651268,2.037596026620146,2.480283610468489,0.3060778289810548,167.76,0.5697807
ASL,grey,2,25.690226804465055,18.94328114876955,14.392998750628522,0.22445448487997055,12.115463299111914,25.69022676930763,0.02797513157079259,56.0,1.1165150112889963,1.856209498676625,1.239693417835876,0.33446915351506457,49.0,0.56151634
ASL,eyeglasses,4,27.490101714618504,10.447115551079573,13.683842519177013,0.18983963131904602,12.005679185747955,27.49010163906496,0.09517856468227855,58.25,1.441419742873284,1.540841940499666,1.9568213208372085,0.2751277994157741,60.5,0.55702776
ASL,star,7,26.92836541376476,18.237291298114886,12.31186844170089,0.20360327778117998,10.014350535286981,26.9283653814013,0.06739460964493081,60.57142857142857,1.2162703791412337,2.1550301810678856,2.177718164724907,0.2408317872603587,606.4897959183673,0.5523549
ASL,skunk,5,20.58342863637954,6.556705371592874,13.245470142015552,0.36091641187667844,11.220095835974641,20.5834286252968,0.4047313551766029,23.2,4.339543302853902,2.603477995826481,3.2525980700415618,0.6962440493539299,176.64000000000001,0.5521968
