video_name,fps,frame_count,blur_mean,brightness_std,edge_density_mean,motion_mean,occlusion_rate,hand_visibility_ratio,person_area_ratio_mean,frontality_score
00335.mp4,25.0,58,85.9034777901049,51.432227999578664,0.02188422309027778,0.3843134601007808,0.5,1.0,0.7144874836447306,0.5
00336.mp4,30.0,65,433.2338373227014,56.81038738149761,0.04375162760416667,0.46820286593653937,0.16666666666666663,1.0,1.2379605281821544,0.5
00338.mp4,29.97,72,1609.871522252075,100.33221182364348,0.028028601801529794,0.11282485283233902,0.0,1.0,0.7565293259174123,0.9721777488787969
00339.mp4,29.97,61,1718.1780637623324,99.45814713442275,0.030497527928743964,0.06372532163831321,0.0,1.0,0.7564051411720314,0.9786993811527888
00341.mp4,29.97,84,577.1536048893269,29.09325173304134,0.03628104402071563,0.16260188513181426,0.5,1.0,0.880000823062239,0.5
00376.mp4,25.0,56,77.68500460936936,46.47971332570561,0.022532552083333334,0.3481173095378009,0.8333333333333334,1.0,0.7403023460846646,0.5805283685525259
00377.mp4,30.0,89,269.2460433442434,53.3978108422343,0.03157660590277778,0.6241445277224887,0.8333333333333334,1.0,1.0393690939302822,0.5
00381.mp4,29.97,37,1282.4664072291528,77.99471339800051,0.04307725694444444,0.15839834037152203,0.16666666666666663,1.0,0.7551835201858369,0.9277181973059972
00382.mp4,29.97,46,1129.6100366837352,74.29640350102589,0.04365045667270532,0.11547515964643522,0.16666666666666663,1.0,0.663854232732137,0.965722069144249
00384.mp4,29.97,85,576.314368133907,28.95754914275786,0.03630090630885122,0.24965534968809647,0.6666666666666667,1.0,0.8202533972037255,0.646800289551417
00414.mp4,50.0,105,245.1840294525217,58.74030162230127,0.030556640625000003,0.5375291644172235,0.5,1.0,0.7097823080436697,0.6593917111555735
00415.mp4,23.976023976023978,38,214.7076579642967,42.760973099120896,0.03154730902777778,0.46063908832994377,0.5,1.0,0.7884200319623794,0.5463273972272873
00416.mp4,30.0,116,342.70400046234136,48.4105534008742,0.03972547743055555,0.5652443685314872,0.5,1.0,0.9778068426288464,0.5
00421.mp4,29.97,34,1265.1603104737173,77.36630593983082,0.0455170906300322,0.13256617076694965,0.0,1.0,0.8322659343785631,0.9880978415409724
00426.mp4,29.97,98,573.9070522567127,28.984517939188592,0.03603607580037665,0.36565709859132767,0.6666666666666667,1.0,0.8531579504152239,0.5
00430.mp4,29.97002997002997,52,343.98171785844715,37.24627789149116,0.03848813657407407,0.6170834309675477,0.16666666666666663,1.0,0.6930735369917643,0.9100955252846082
00431.mp4,30.0,122,303.00299344257775,48.46413072656424,0.036791992187500004,0.7062846042893149,0.5,1.0,0.9978497510197943,0.5
00433.mp4,29.97,80,1558.314512739726,97.49796012046535,0.029579936594202896,0.24462306702678854,0.0,1.0,0.7489615061733866,0.9059270769357681
00435.mp4,29.97,103,573.8226165363726,28.999766668237452,0.03630605579096046,0.39464709061113273,0.6666666666666667,1.0,0.8157915313343672,0.5752580439050993
00583.mp4,29.97002997002997,38,311.0780415293501,69.35677179522519,0.035130208333333336,0.30364935438741336,0.5,1.0,0.8051767911647305,0.5
00584.mp4,29.97002997002997,42,317.71508664878564,69.08424816960398,0.03533781828703703,0.31392011046409607,0.16666666666666663,1.0,0.7629541414719659,0.5
00585.mp4,29.97002997002997,38,333.09826677226005,71.50594703968348,0.03377170138888889,0.2688129056583751,0.16666666666666663,1.0,0.7943200486284212,0.5
00586.mp4,29.97002997002997,39,238.14004149142292,70.50659697113187,0.03162615740740741,0.21176579188216815,0.5,1.0,0.6122111052208757,0.5
00592.mp4,25.0,125,91.67610631156498,40.59149939061096,0.02351128472222222,0.34796846387061203,0.5,1.0,0.5967707269997781,0.6617832407355309
00593.mp4,23.976023976023978,28,247.6176546367253,69.6935857645786,0.03349175347222222,0.6319418122822588,0.5,1.0,0.9354500944835391,0.5
00594.mp4,29.97002997002997,36,196.17953407391838,40.67705818437717,0.028840422453703704,0.5798415406183763,0.5,1.0,0.6287089813767613,0.8010575547814369
00597.mp4,30.0,128,345.9175761431023,50.53277747181905,0.04166720920138889,0.7924437360330061,0.5,1.0,1.269923595360239,0.5
00599.mp4,29.97,40,1397.9709523028876,77.18758240026146,0.046935543729871174,0.06694354023784399,0.0,1.0,0.9069508112258656,0.9925460790594419
